Time - soundlvl	Amplitude - soundlvl	Unnamed: 2	Unnamed: 3	Frequency (Hz) - soundlvl (Power Spectrum)	Amplitude - soundlvl (Power Spectrum)
0.0253	1.38984			2530.0	4.26279e-05
0.02535	1.39494			2535.0	6.79149e-05
0.0254	1.44086			2540.0	1.07246e-05
0.02545	1.51738			2545.0	5.06491e-05
0.0255	1.36433			2550.0	3.21366e-05
0.02555	1.30821			2555.0	4.0345e-07
0.0256	1.4077			2560.0	1.54473e-05
0.02565	1.48932			2565.0	2.29506e-05
0.0257	1.4128			2570.0	1.24359e-05
0.02575	1.2776			2575.0	3.88469e-06
0.0258	1.30566			2580.0	7.40454e-06
0.02585	1.38474			2585.0	1.24085e-05
0.0259	1.40514			2590.0	2.08471e-06
0.02595	1.4128			2595.0	1.18753e-05
0.026	1.39494			2600.0	8.37629e-06
0.02605	1.35413			2605.0	8.09193e-06
0.0261	1.33117			2610.0	1.19249e-05
0.02615	1.37453			2615.0	2.53016e-06
0.0262	1.4179			2620.0	4.35368e-05
0.02625	1.35158			2625.0	3.74314e-05
0.0263	1.2572			2630.0	2.11802e-05
0.02635	1.33882			2635.0	2.04774e-05
0.0264	1.36433			2640.0	6.81186e-05
0.02645	1.34648			2645.0	3.02022e-05
0.0265	1.34393			2650.0	1.11665e-05
0.02655	1.30056			2655.0	3.48988e-05
0.0266	1.20873			2660.0	6.05495e-05
0.02665	1.22914			2665.0	5.27471e-05
0.0267	1.34903			2670.0	0.000102789
0.02675	1.29801			2675.0	4.72152e-05
0.0268	1.32097			2680.0	5.48554e-06
0.02685	1.35413			2685.0	2.20655e-05
0.0269	1.423			2690.0	7.77636e-05
0.02695	1.50973			2695.0	8.66684e-05
0.027	1.5888			2700.0	3.26799e-05
0.02705	1.45616			2705.0	8.03441e-07
0.0271	1.4077			2710.0	7.53604e-06
0.02715	1.35158			2715.0	6.20572e-06
0.0272	1.44596			2720.0	4.11172e-06
0.02725	1.61686			2725.0	1.73134e-05
0.0273	1.54034			2730.0	4.83615e-05
0.02735	1.35923			2735.0	2.80221e-05
0.0274	1.30566			2740.0	1.35956e-05
0.02745	1.40259			2745.0	7.6547e-06
0.0275	1.48422			2750.0	5.97112e-06
0.02755	1.52758			2755.0	6.86917e-07
0.0276	1.45106			2760.0	1.38303e-06
0.02765	1.42555			2765.0	7.53694e-07
0.0277	1.4128			2770.0	1.82627e-08
0.02775	1.40004			2775.0	1.58801e-06
0.0278	1.4128			2780.0	3.26494e-06
0.02785	1.29291			2785.0	4.58276e-08
0.0279	1.23679			2790.0	3.15722e-07
0.02795	1.29546			2795.0	1.96789e-06
0.028	1.37453			2800.0	1.05864e-06
0.02805	1.32862			2805.0	1.76198e-07
0.0281	1.25975			2810.0	7.00626e-07
0.02815	1.23934			2815.0	6.6245e-07
0.0282	1.15772			2820.0	1.44409e-06
0.02825	1.19598			2825.0	9.84463e-07
0.0283	1.23934			2830.0	4.06979e-06
0.02835	1.29546			2835.0	2.64968e-06
0.0284	1.33627			2840.0	2.29909e-06
0.02845	1.35923			2845.0	7.06267e-06
