Time - piezo	Amplitude - piezo	Unnamed: 2	Unnamed: 3	Frequency [Hz] - piezo (Power Spectrum)	Amplitude - piezo (Power Spectrum)
0.00575	-0.0045132			575.0	4.10526e-07
0.0058	-0.0045132			580.0	1.0153e-06
0.00585	-0.00323902			585.0	2.17407e-07
0.0059	0.000583518			590.0	5.01664e-07
0.00595	0.000583518			595.0	5.37133e-07
0.006	-0.00196484			600.0	1.07489e-07
0.00605	-0.00323902			605.0	3.40173e-07
0.0061	-0.00069066			610.0	7.57415e-07
0.00615	0.00313188			615.0	7.56757e-07
0.0062	0.00313188			620.0	7.7026e-07
0.00625	0.00313188			625.0	8.91239e-07
0.0063	0.000583518			630.0	3.88165e-06
0.00635	0.00695441			635.0	4.33926e-06
0.0064	0.00440605			640.0	1.56161e-06
0.00645	0.000583518			645.0	1.07343e-06
0.0065	0.0018577			650.0	6.08545e-07
0.00655	0.00313188			655.0	7.85053e-08
0.0066	0.00313188			660.0	1.494e-08
0.00665	0.00313188			665.0	1.42976e-08
0.0067	0.00440605			670.0	2.52452e-08
0.00675	0.00440605			675.0	3.19589e-09
0.0068	0.0133253			680.0	4.71158e-09
0.00685	0.00822859			685.0	1.92976e-08
0.0069	0.00568023			690.0	5.68438e-09
0.00695	0.00695441			695.0	5.6616e-09
0.007	0.0120511			700.0	5.36813e-08
0.00705	0.0120511			705.0	8.32045e-08
0.0071	0.0107769			710.0	2.6816e-08
0.00715	0.00822859			715.0	2.21082e-08
0.0072	0.0107769			720.0	6.88668e-09
0.00725	0.0107769			725.0	7.14834e-09
0.0073	0.0107769			730.0	2.23469e-09
0.00735	0.00695441			735.0	9.86675e-09
0.0074	0.00822859			740.0	1.05639e-08
0.00745	0.00950277			745.0	1.0142e-09
0.0075	0.0133253			750.0	1.2089e-08
0.00755	0.00822859			755.0	2.97582e-08
0.0076	0.0120511			760.0	1.48381e-08
0.00765	0.00950277			765.0	1.11859e-09
0.0077	0.0107769			770.0	1.73167e-08
0.00775	0.0120511			775.0	3.71688e-08
0.0078	0.0133253			780.0	2.31163e-08
0.00785	0.0120511			785.0	2.02247e-08
0.0079	0.00695441			790.0	5.29243e-08
0.00795	0.0120511			795.0	1.27679e-08
0.008	0.0107769			800.0	1.64526e-10
0.00805	0.00440605			805.0	2.56712e-09
0.0081	0.00695441			810.0	8.75095e-09
0.00815	0.0120511			815.0	8.86339e-10
0.0082	0.00568023			820.0	1.7378e-12
0.00825	0.00695441			825.0	1.38761e-08
0.0083	0.00950277			830.0	1.7552e-08
0.00835	0.00695441			835.0	4.63967e-09
0.0084	0.00440605			840.0	9.86091e-09
0.00845	0.00822859			845.0	7.43735e-09
0.0085	0.00440605			850.0	5.28236e-09
0.00855	-0.00069066			855.0	1.41247e-08
0.0086	0.00695441			860.0	3.42595e-10
0.00865	0.00695441			865.0	8.75188e-09
0.0087	0.000583518			870.0	6.61039e-09
0.00875	0.000583518			875.0	1.4061e-09
0.0088	0.00695441			880.0	3.51175e-10
0.00885	0.00568023			885.0	1.6416e-09
0.0089	-0.00069066			890.0	1.23847e-09
0.00895	0.000583518			895.0	1.95268e-09
0.009	0.000583518			900.0	3.04457e-09
0.00905	0.00313188			905.0	2.48365e-10
0.0091	0.00313188			910.0	2.22591e-09
0.00915	0.0018577			915.0	6.77422e-09
0.0092	-0.00196484			920.0	1.04528e-08
0.00925	-0.00196484			925.0	6.88159e-09
0.0093	0.0107769			930.0	1.52437e-09
0.00935	0.0018577			935.0	5.33279e-10
0.0094	-0.0045132			940.0	1.10436e-09
0.00945	0.00440605			945.0	3.06054e-09
0.0095	0.00950277			950.0	3.3653e-09
0.00955	0.000583518			955.0	1.95647e-09
0.0096	-0.00196484			960.0	1.00719e-09
0.00965	0.0018577			965.0	3.81198e-11
0.0097	0.00313188			970.0	1.37822e-09
0.00975	0.00313188			975.0	3.69955e-09
0.0098	-0.00196484			980.0	7.08709e-09
0.00985	0.0018577			985.0	4.3173e-09
0.0099	-0.00069066			990.0	1.42705e-09
0.00995	0.000583518			995.0	8.68024e-10
0.01	0.00313188			1000.0	1.49208e-09
0.01005	0.00440605			1005.0	6.63513e-10
0.0101	0.000583518			1010.0	2.17225e-11
0.01015	0.000583518			1015.0	7.79402e-10
0.0102	0.0018577			1020.0	2.69444e-09
0.01025	0.00822859			1025.0	2.90917e-09
0.0103	0.000583518			1030.0	7.90105e-10
0.01035	0.000583518			1035.0	8.80841e-10
0.0104	0.00313188			1040.0	1.80341e-09
0.01045	0.000583518			1045.0	7.7132e-10
0.0105	-0.00706155			1050.0	1.36835e-09
0.01055	-0.0045132			1055.0	6.71249e-10
0.0106	0.00313188			1060.0	4.07348e-10
0.01065	0.00568023			1065.0	3.2842e-10
0.0107	0.00568023			1070.0	1.11345e-10
0.01075	0.000583518			1075.0	1.2175e-09
0.0108	-0.00196484			1080.0	6.52563e-09
0.01085	0.000583518			1085.0	5.04093e-09
0.0109	0.00568023			1090.0	2.06885e-09
0.01095	0.00822859			1095.0	6.22298e-11
0.011	0.00695441			1100.0	2.79844e-09
0.01105	0.00313188			1105.0	4.2389e-09
0.0111	0.00822859			1110.0	9.90387e-09
0.01115	0.0120511			1115.0	1.03993e-08
0.0112	0.00950277			1120.0	4.18971e-11
0.01125	0.00568023			1125.0	2.22327e-09
0.0113	0.00822859			1130.0	7.70837e-10
0.01135	0.0120511			1135.0	1.68225e-09
0.0114	0.0120511			1140.0	5.2293e-09
0.01145	0.0120511			1145.0	5.79688e-09
0.0115	0.0158737			1150.0	6.22334e-10
0.01155	0.0171478			1155.0	3.32901e-09
0.0116	0.018422			1160.0	3.38805e-09
0.01165	0.0133253			1165.0	1.57927e-09
0.0117	0.0158737			1170.0	6.30631e-09
0.01175	0.0196962			1175.0	5.90755e-09
0.0118	0.018422			1180.0	2.00656e-10
0.01185	0.0158737			1185.0	4.94365e-10
0.0119	0.0145995			1190.0	6.24387e-10
0.01195	0.018422			1195.0	5.60764e-10
0.012	0.0171478			1200.0	2.60094e-09
0.01205	0.0107769			1205.0	1.78365e-09
0.0121	0.0120511			1210.0	9.30895e-10
0.01215	0.0120511			1215.0	2.41475e-09
0.0122	0.0107769			1220.0	3.92277e-09
0.01225	0.0133253			1225.0	8.0208e-09
0.0123	0.0158737			1230.0	4.07219e-09
0.01235	0.0133253			1235.0	1.07153e-08
0.0124	0.00695441			1240.0	1.04217e-08
0.01245	0.00695441			1245.0	1.4894e-08
0.0125	0.0120511			1250.0	4.92465e-09
0.01255	0.0171478			1255.0	2.0333e-08
0.0126	0.0145995			1260.0	2.26504e-08
0.01265	0.0120511			1265.0	1.53993e-08
0.0127	0.0120511			1270.0	1.36252e-08
0.01275	0.0145995			1275.0	4.25098e-08
0.0128	0.0145995			1280.0	1.61473e-08
0.01285	0.0145995			1285.0	5.97497e-09
0.0129	0.0133253			1290.0	9.33977e-09
0.01295	0.0158737			1295.0	1.43261e-08
0.013	0.0145995			1300.0	5.02301e-09
0.01305	0.0120511			1305.0	1.66098e-09
0.0131	0.0171478			1310.0	2.05815e-11
0.01315	0.018422			1315.0	6.07319e-10
0.0132	0.0145995			1320.0	1.36575e-09
0.01325	0.0107769			1325.0	2.29828e-09
0.0133	0.0107769			1330.0	2.88642e-09
0.01335	0.00822859			1335.0	8.35646e-10
0.0134	0.00950277			1340.0	1.11211e-09
0.01345	0.0107769			1345.0	1.14607e-09
0.0135	-0.00069066			1350.0	4.56465e-10
0.01355	0.00695441			1355.0	3.39129e-09
0.0136	0.00950277			1360.0	3.20997e-09
0.01365	0.00313188			1365.0	3.57912e-09
0.0137	-0.00323902			1370.0	2.28361e-09
0.01375	-0.00323902			1375.0	2.11661e-10
0.0138	0.00440605			1380.0	1.05229e-09
0.01385	0.00695441			1385.0	1.16828e-09
0.0139	0.00313188			1390.0	2.86934e-10
0.01395	-0.00578737			1395.0	5.20877e-09
0.014	-0.00196484			1400.0	5.41505e-09
0.01405	0.000583518			1405.0	3.00511e-09
0.0141	0.0018577			1410.0	2.96567e-09
0.01415	0.0018577			1415.0	2.4239e-09
0.0142	-0.00196484			1420.0	8.42463e-10
0.01425	-0.0045132			1425.0	5.88685e-10
0.0143	-0.00706155			1430.0	5.39582e-10
0.01435	-0.00706155			1435.0	1.63788e-09
0.0144	-0.00578737			1440.0	3.63547e-09
0.01445	-0.00706155			1445.0	3.05118e-09
0.0145	-0.00706155			1450.0	2.68072e-09
0.01455	-0.0134324			1455.0	5.02997e-09
0.0146	-0.0121583			1460.0	4.52618e-09
0.01465	-0.00960991			1465.0	8.95581e-10
0.0147	-0.00706155			1470.0	1.81747e-09
0.01475	-0.00833573			1475.0	2.31544e-09
0.0148	-0.00960991			1480.0	2.11245e-10
0.01485	-0.00833573			1485.0	1.03741e-10
0.0149	-0.0147066			1490.0	5.52453e-10
0.01495	-0.0210775			1495.0	7.65529e-10
0.015	-0.0147066			1500.0	1.70032e-09
0.01505	-0.017255			1505.0	5.22497e-10
0.0151	-0.0185292			1510.0	3.51103e-09
0.01515	-0.0159808			1515.0	6.0268e-09
0.0152	-0.0198033			1520.0	3.57316e-09
0.01525	-0.0249			1525.0	8.65421e-10
0.0153	-0.0261742			1530.0	5.62143e-09
0.01535	-0.0299968			1535.0	7.29383e-09
0.0154	-0.0274484			1540.0	1.53217e-09
0.01545	-0.0223517			1545.0	1.67662e-09
0.0155	-0.0223517			1550.0	9.45635e-10
0.01555	-0.0338193			1555.0	1.36788e-09
0.0156	-0.0338193			1560.0	8.82141e-10
0.01565	-0.0223517			1565.0	2.11332e-10
0.0157	-0.0249			1570.0	1.27388e-09
0.01575	-0.0249			1575.0	1.61255e-09
0.0158	-0.0287226			1580.0	1.47046e-09
0.01585	-0.0338193			1585.0	3.75087e-10
0.0159	-0.0312709			1590.0	6.80299e-10
0.01595	-0.0261742			1595.0	4.27479e-09
0.016	-0.0274484			1600.0	4.77073e-09
0.01605	-0.0325451			1605.0	4.89286e-09
0.0161	-0.0325451			1610.0	9.25897e-10
0.01615	-0.0299968			1615.0	1.20716e-09
0.0162	-0.0274484			1620.0	2.79313e-10
0.01625	-0.0274484			1625.0	5.12068e-10
0.0163	-0.0274484			1630.0	7.1834e-10
0.01635	-0.0236259			1635.0	9.25225e-11
0.0164	-0.0223517			1640.0	4.43409e-10
0.01645	-0.0223517			1645.0	2.45081e-10
0.0165	-0.0274484			1650.0	4.57591e-10
0.01655	-0.0287226			1655.0	7.4406e-10
0.0166	-0.0274484			1660.0	1.07299e-09
0.01665	-0.0274484			1665.0	2.97343e-09
0.0167	-0.0274484			1670.0	3.21934e-09
0.01675	-0.0274484			1675.0	3.99372e-09
0.0168	-0.0299968			1680.0	1.37572e-09
0.01685	-0.0299968			1685.0	8.01346e-10
0.0169	-0.0287226			1690.0	3.09053e-10
0.01695	-0.0338193			1695.0	8.56282e-10
0.017	-0.0287226			1700.0	2.85348e-10
0.01705	-0.0223517			1705.0	1.236e-09
0.0171	-0.0312709			1710.0	4.48722e-09
0.01715	-0.0299968			1715.0	3.25115e-09
0.0172	-0.0261742			1720.0	2.29811e-09
0.01725	-0.0261742			1725.0	3.63292e-09
0.0173	-0.0236259			1730.0	3.04178e-09
0.01735	-0.0185292			1735.0	1.5595e-09
0.0174	-0.0249			1740.0	8.16429e-10
0.01745	-0.0261742			1745.0	2.52538e-09
0.0175	-0.0223517			1750.0	1.51189e-09
0.01755	-0.0210775			1755.0	3.67581e-10
0.0176	-0.017255			1760.0	2.28187e-11
0.01765	-0.0147066			1765.0	3.39801e-10
0.0177	-0.017255			1770.0	4.71146e-11
0.01775	-0.0185292			1775.0	6.88724e-10
0.0178	-0.0147066			1780.0	2.47175e-10
0.01785	-0.0121583			1785.0	1.38345e-09
0.0179	-0.00960991			1790.0	1.4786e-09
0.01795	-0.00706155			1795.0	8.82988e-10
0.018	-0.0121583			1800.0	8.87305e-10
0.01805	-0.00960991			1805.0	7.84345e-11
0.0181	-0.00706155			1810.0	3.69944e-10
0.01815	-0.00833573			1815.0	1.16094e-09
0.0182	-0.0121583			1820.0	1.27477e-11
0.01825	-0.0108841			1825.0	5.88783e-10
0.0183	-0.00578737			1830.0	6.30109e-10
0.01835	-0.00323902			1835.0	1.48881e-09
0.0184	-0.00578737			1840.0	4.86522e-09
0.01845	-0.0121583			1845.0	2.97065e-09
0.0185	-0.0134324			1850.0	5.07597e-10
0.01855	-0.00706155			1855.0	3.68344e-09
0.0186	-0.00323902			1860.0	5.03343e-09
0.01865	-0.0045132			1865.0	5.11958e-09
0.0187	-0.0108841			1870.0	1.86198e-09
0.01875	-0.00960991			1875.0	9.47251e-11
0.0188	-0.00196484			1880.0	2.79093e-10
0.01885	0.00313188			1885.0	6.08143e-09
0.0189	0.000583518			1890.0	1.17004e-08
0.01895	-0.00069066			1895.0	1.28664e-08
0.019	-0.00196484			1900.0	4.95323e-09
0.01905	0.00568023			1905.0	1.37639e-09
0.0191	0.00440605			1910.0	3.09459e-09
0.01915	0.00440605			1915.0	5.36963e-10
0.0192	0.00313188			1920.0	7.5666e-09
0.01925	0.0018577			1925.0	5.29416e-09
0.0193	0.00695441			1930.0	1.26565e-10
0.01935	0.00822859			1935.0	2.57922e-09
0.0194	0.00440605			1940.0	3.92037e-09
0.01945	0.00695441			1945.0	1.68813e-09
0.0195	0.00695441			1950.0	7.70614e-10
0.01955	0.00822859			1955.0	4.42453e-09
0.0196	0.0107769			1960.0	6.29821e-09
0.01965	0.00822859			1965.0	8.9927e-09
0.0197	0.00568023			1970.0	6.9273e-09
0.01975	0.00440605			1975.0	2.52261e-09
0.0198	0.00568023			1980.0	1.53436e-09
0.01985	0.00440605			1985.0	1.0151e-10
0.0199	0.00313188			1990.0	5.0632e-09
0.01995	0.00695441			1995.0	5.9446e-09
0.02	0.0018577			2000.0	2.9453e-09
0.02005	-0.00196484			2005.0	3.93832e-09
0.0201	-0.00196484			2010.0	4.9262e-09
0.02015	-0.00323902			2015.0	3.00062e-09
0.0202	-0.00069066			2020.0	9.47264e-10
0.02025	0.00440605			2025.0	2.51226e-10
0.0203	-0.0045132			2030.0	1.92234e-10
0.02035	-0.0045132			2035.0	4.30491e-10
0.0204	0.0018577			2040.0	8.11018e-10
0.02045	0.0018577			2045.0	1.90274e-09
0.0205	0.000583518			2050.0	2.02923e-09
0.02055	0.00313188			2055.0	2.98463e-09
0.0206	-0.00578737			2060.0	1.96854e-09
0.02065	0.000583518			2065.0	2.36367e-09
0.0207	0.00313188			2070.0	2.118e-09
0.02075	-0.00196484			2075.0	9.11786e-10
0.0208	-0.0045132			2080.0	2.68052e-09
0.02085	-0.0045132			2085.0	9.18984e-10
0.0209	0.0018577			2090.0	1.3394e-09
0.02095	-0.00069066			2095.0	5.79624e-09
0.021	-0.00323902			2100.0	1.71012e-09
0.02105	-0.0045132			2105.0	1.30733e-09
0.0211	-0.00196484			2110.0	2.31442e-09
0.02115	0.00313188			2115.0	8.40054e-10
0.0212	0.00313188			2120.0	3.52739e-11
0.02125	0.000583518			2125.0	6.09395e-09
0.0213	0.000583518			2130.0	9.13358e-09
0.02135	0.00313188			2135.0	3.20102e-10
0.0214	-0.00196484			2140.0	4.78281e-09
0.02145	-0.00323902			2145.0	7.43524e-09
0.0215	-0.00578737			2150.0	1.33794e-09
0.02155	-0.00196484			2155.0	3.98244e-09
0.0216	-0.00323902			2160.0	4.29074e-10
0.02165	-0.0045132			2165.0	7.51988e-09
0.0217	-0.00833573			2170.0	2.39715e-08
0.02175	-0.00706155			2175.0	1.45466e-08
0.0218	-0.00323902			2180.0	2.61399e-10
0.02185	-0.0045132			2185.0	1.37626e-08
0.0219	-0.0121583			2190.0	1.69753e-08
0.02195	-0.0134324			2195.0	3.17779e-08
0.022	-0.00323902			2200.0	2.22775e-08
0.02205	0.000583518			2205.0	3.67668e-08
0.0221	-0.00323902			2210.0	2.59103e-08
0.02215	-0.0134324			2215.0	2.12535e-08
0.0222	-0.00960991			2220.0	6.92041e-08
0.02225	-0.0045132			2225.0	4.99344e-08
0.0223	0.000583518			2230.0	1.32257e-08
0.02235	-0.0045132			2235.0	6.4904e-09
0.0224	-0.0121583			2240.0	2.52801e-08
0.02245	-0.0045132			2245.0	3.0903e-08
0.0225	-0.0045132			2250.0	6.57987e-08
0.02255	-0.00196484			2255.0	4.17462e-08
0.0226	-0.00578737			2260.0	2.36112e-08
0.02265	-0.00196484			2265.0	7.85284e-08
0.0227	-0.00196484			2270.0	2.3994e-10
0.02275	0.000583518			2275.0	7.98965e-08
0.0228	0.00313188			2280.0	3.54484e-08
0.02285	0.000583518			2285.0	2.03039e-08
0.0229	0.0018577			2290.0	1.16473e-07
0.02295	0.0018577			2295.0	2.32401e-07
0.023	0.000583518			2300.0	3.70088e-07
0.02305	-0.00323902			2305.0	3.10153e-07
0.0231	0.00313188			2310.0	1.39468e-07
0.02315	0.00695441			2315.0	1.13812e-07
0.0232	0.00695441			2320.0	1.21661e-07
0.02325	-0.0045132			2325.0	4.10919e-08
0.0233	-0.00706155			2330.0	1.59075e-08
0.02335	0.000583518			2335.0	3.56468e-08
0.0234	0.00822859			2340.0	1.92576e-08
0.02345	0.0107769			2345.0	1.93139e-08
0.0235	0.00440605			2350.0	2.57429e-08
0.02355	-0.0045132			2355.0	1.30734e-08
0.0236	0.00568023			2360.0	4.16918e-09
0.02365	0.0107769			2365.0	2.03e-08
0.0237	0.00822859			2370.0	2.1677e-08
0.02375	0.00313188			2375.0	3.90729e-09
0.0238	0.00695441			2380.0	5.00217e-09
0.02385	0.00950277			2385.0	1.85172e-08
0.0239	0.0107769			2390.0	1.05639e-08
0.02395	0.00950277			2395.0	2.66015e-09
0.024	0.00695441			2400.0	8.84594e-09
0.02405	0.00822859			2405.0	8.4958e-10
0.0241	0.00950277			2410.0	1.11513e-08
0.02415	0.0107769			2415.0	1.0763e-08
0.0242	0.00950277			2420.0	3.3292e-08
0.02425	0.0171478			2425.0	2.40109e-08
0.0243	0.018422			2430.0	1.70154e-08
0.02435	0.018422			2435.0	3.21784e-08
0.0244	0.0120511			2440.0	2.71495e-08
0.02445	0.0133253			2445.0	3.10025e-08
0.0245	0.0145995			2450.0	4.86123e-08
0.02455	0.0209704			2455.0	2.49696e-08
0.0246	0.0209704			2460.0	1.29072e-08
0.02465	0.0133253			2465.0	2.92293e-08
0.0247	0.0133253			2470.0	3.98469e-09
0.02475	0.018422			2475.0	5.59965e-09
0.0248	0.0158737			2480.0	1.57472e-08
0.02485	0.0145995			2485.0	4.04766e-08
0.0249	0.00950277			2490.0	2.86032e-08
0.02495	0.0120511			2495.0	1.50551e-08
0.025	0.0133253			2500.0	1.98908e-09
0.02505	0.0145995			2505.0	6.90258e-09
0.0251	0.0107769			2510.0	6.80375e-08
0.02515	0.00950277			2515.0	5.98492e-08
0.0252	0.0120511			2520.0	1.50348e-08
0.02525	0.0158737			2525.0	1.88107e-08
0.0253	0.0120511			2530.0	5.54408e-09
0.02535	0.0107769			2535.0	3.91097e-10
0.0254	0.0107769			2540.0	1.66774e-10
0.02545	0.0133253			2545.0	1.32769e-08
0.0255	0.0120511			2550.0	1.66252e-08
0.02555	0.0120511			2555.0	9.51936e-09
0.0256	0.00950277			2560.0	1.30778e-08
0.02565	0.0107769			2565.0	3.02122e-10
0.0257	0.0107769			2570.0	9.54885e-09
0.02575	0.0133253			2575.0	3.34278e-09
0.0258	0.0120511			2580.0	4.33291e-09
0.02585	0.0107769			2585.0	9.85651e-09
0.0259	0.0107769			2590.0	5.36992e-09
0.02595	0.0145995			2595.0	7.05239e-09
0.026	0.0145995			2600.0	4.68644e-09
0.02605	0.0133253			2605.0	3.05356e-09
0.0261	0.0133253			2610.0	4.57543e-10
0.02615	0.00822859			2615.0	1.33769e-09
0.0262	0.0120511			2620.0	3.47471e-09
0.02625	0.00822859			2625.0	6.75986e-09
0.0263	0.00822859			2630.0	8.5135e-09
0.02635	0.0107769			2635.0	4.05684e-09
0.0264	0.0107769			2640.0	6.93969e-09
0.02645	-0.00069066			2645.0	1.37057e-09
0.0265	-0.0045132			2650.0	1.05233e-09
0.02655	-0.00196484			2655.0	1.06063e-08
0.0266	0.00695441			2660.0	1.00439e-08
0.02665	0.00695441			2665.0	7.16131e-09
0.0267	-0.00069066			2670.0	1.4783e-09
0.02675	-0.00706155			2675.0	5.12571e-09
0.0268	-0.00706155			2680.0	2.10447e-09
0.02685	0.00313188			2685.0	4.20222e-09
0.0269	0.00440605			2690.0	4.94854e-09
0.02695	-0.00196484			2695.0	1.95879e-09
0.027	-0.00196484			2700.0	2.97349e-09
0.02705	-0.0045132			2705.0	9.57803e-10
0.0271	-0.00196484			2710.0	9.97556e-10
0.02715	-0.00069066			2715.0	4.62374e-09
0.0272	-0.0045132			2720.0	2.98055e-09
0.02725	-0.00578737			2725.0	5.3871e-10
0.0273	-0.00706155			2730.0	1.96884e-09
0.02735	-0.0108841			2735.0	3.50692e-09
0.0274	-0.0108841			2740.0	1.20748e-08
0.02745	-0.00960991			2745.0	1.20297e-08
0.0275	-0.00833573			2750.0	4.6127e-11
0.02755	-0.00833573			2755.0	3.53714e-09
0.0276	-0.0134324			2760.0	2.14339e-10
0.02765	-0.0159808			2765.0	2.55265e-09
0.0277	-0.0185292			2770.0	1.06537e-10
0.02775	-0.0134324			2775.0	1.37302e-09
0.0278	-0.0121583			2780.0	4.34441e-10
0.02785	-0.0147066			2785.0	5.44926e-10
0.0279	-0.0185292			2790.0	2.22876e-10
0.02795	-0.0185292			2795.0	7.67303e-10
0.028	-0.017255			2800.0	4.26105e-09
0.02805	-0.0185292			2805.0	1.94556e-09
0.0281	-0.0223517			2810.0	2.29563e-09
0.02815	-0.017255			2815.0	1.47087e-10
0.0282	-0.0121583			2820.0	4.19937e-10
0.02825	-0.00960991			2825.0	4.08963e-11
0.0283	-0.0159808			2830.0	3.6289e-10
0.02835	-0.0198033			2835.0	7.29821e-09
0.0284	-0.0147066			2840.0	8.00494e-09
0.02845	-0.00706155			2845.0	7.25929e-10
0.0285	-0.00706155			2850.0	1.03097e-09
0.02855	-0.00833573			2855.0	9.96493e-10
0.0286	-0.017255			2860.0	4.55875e-10
0.02865	-0.0147066			2865.0	2.16677e-10
0.0287	-0.00960991			2870.0	7.98327e-09
