Time - soundlvl	Amplitude - soundlvl	Unnamed: 2	Unnamed: 3	Frequency (Hz) - soundlvl (Power Spectrum)	Amplitude - soundlvl (Power Spectrum)
0.01625	1.423			1625.0	2.85841e-08
0.0163	1.4281			1630.0	5.81744e-11
0.01635	1.44596			1635.0	4.56394e-08
0.0164	1.44341			1640.0	4.85436e-09
0.01645	1.44341			1645.0	5.76174e-08
0.0165	1.42555			1650.0	3.80985e-07
0.01655	1.38219			1655.0	4.06491e-07
0.0166	1.39749			1660.0	3.38603e-08
0.01665	1.42045			1665.0	9.54958e-09
0.0167	1.40259			1670.0	4.4354e-08
0.01675	1.43065			1675.0	1.50608e-08
0.0168	1.4281			1680.0	6.88675e-09
0.01685	1.36433			1685.0	9.88794e-08
0.0169	1.36433			1690.0	1.91846e-07
0.01695	1.38474			1695.0	5.1521e-08
0.017	1.38984			1700.0	2.91407e-07
0.01705	1.38474			1705.0	7.71222e-07
0.0171	1.37453			1710.0	7.01454e-07
0.01715	1.40514			1715.0	2.03454e-07
0.0172	1.43065			1720.0	5.89624e-08
0.01725	1.43065			1725.0	1.36005e-08
0.0173	1.39494			1730.0	7.12345e-08
0.01735	1.35923			1735.0	2.75457e-07
0.0174	1.42045			1740.0	2.8836e-07
0.01745	1.4332			1745.0	4.31702e-07
0.0175	1.44596			1750.0	2.01257e-06
0.01755	1.43575			1755.0	2.52307e-06
0.0176	1.38219			1760.0	2.07221e-06
0.01765	1.38474			1765.0	2.26108e-06
0.0177	1.41025			1770.0	1.0129e-06
0.01775	1.44596			1775.0	3.0761e-07
0.0178	1.42555			1780.0	8.49202e-07
0.01785	1.423			1785.0	1.27171e-06
0.0179	1.35413			1790.0	2.43859e-06
0.01795	1.36433			1795.0	2.62196e-06
0.018	1.35923			1800.0	1.89245e-06
0.01805	1.36433			1805.0	1.5255e-06
0.0181	1.40004			1810.0	1.1102e-06
0.01815	1.36688			1815.0	2.68205e-07
0.0182	1.35413			1820.0	2.14807e-08
0.01825	1.34648			1825.0	9.03541e-08
0.0183	1.35668			1830.0	1.59178e-08
0.01835	1.39239			1835.0	1.65616e-08
0.0184	1.35668			1840.0	8.72118e-08
0.01845	1.32352			1845.0	6.96867e-08
0.0185	1.39239			1850.0	3.37044e-08
0.01855	1.34393			1855.0	1.50189e-07
0.0186	1.37964			1860.0	3.91475e-07
0.01865	1.46636			1865.0	5.51888e-08
0.0187	1.40004			1870.0	4.56612e-08
0.01875	1.36433			1875.0	2.86329e-08
0.0188	1.39749			1880.0	2.32829e-08
0.01885	1.35158			1885.0	1.48412e-07
0.0189	1.38474			1890.0	2.32274e-07
0.01895	1.40004			1895.0	1.31187e-07
0.019	1.4128			1900.0	2.31445e-07
0.01905	1.40004			1905.0	1.26424e-07
0.0191	1.35923			1910.0	2.07831e-08
0.01915	1.32607			1915.0	2.48432e-07
0.0192	1.37709			1920.0	5.86701e-08
0.01925	1.35923			1925.0	5.40091e-08
0.0193	1.32607			1930.0	4.0139e-08
0.01935	1.32607			1935.0	1.62278e-08
0.0194	1.34393			1940.0	1.30168e-07
0.01945	1.34393			1945.0	1.40056e-07
0.0195	1.33627			1950.0	5.3778e-08
0.01955	1.29801			1955.0	1.52871e-07
0.0196	1.37198			1960.0	3.4323e-07
0.01965	1.4281			1965.0	1.23057e-07
0.0197	1.36433			1970.0	6.25634e-09
0.01975	1.33627			1975.0	5.53595e-08
0.0198	1.38219			1980.0	2.02725e-07
0.01985	1.37453			1985.0	1.30739e-07
0.0199	1.37964			1990.0	4.49668e-08
0.01995	1.37709			1995.0	4.59055e-08
0.02	1.38984			2000.0	6.39865e-07
0.02005	1.4383			2005.0	1.03626e-06
0.0201	1.44086			2010.0	2.37008e-07
0.02015	1.4128			2015.0	1.45781e-08
0.0202	1.4332			2020.0	1.76932e-07
0.02025	1.42555			2025.0	1.79931e-07
0.0203	1.4077			2030.0	1.30023e-07
0.02035	1.44596			2035.0	8.14277e-08
0.0204	1.44341			2040.0	2.6869e-07
0.02045	1.42555			2045.0	1.07052e-06
0.0205	1.45361			2050.0	1.44182e-06
0.02055	1.45361			2055.0	1.35564e-06
0.0206	1.43065			2060.0	9.17715e-07
0.02065	1.41535			2065.0	3.17301e-07
0.0207	1.44596			2070.0	1.24129e-08
0.02075	1.45871			2075.0	1.14485e-07
0.0208	1.4332			2080.0	2.39903e-07
0.02085	1.43065			2085.0	8.1795e-08
0.0209	1.44851			2090.0	8.18799e-08
0.02095	1.44341			2095.0	2.53303e-07
0.021	1.36433			2100.0	1.89399e-08
0.02105	1.39494			2105.0	3.34107e-08
0.0211	1.4383			2110.0	2.00097e-07
0.02115	1.46636			2115.0	3.82565e-07
0.0212	1.46636			2120.0	6.6817e-07
0.02125	1.39239			2125.0	1.10917e-06
0.0213	1.40259			2130.0	9.41457e-08
0.02135	1.44596			2135.0	3.2456e-08
0.0214	1.4281			2140.0	7.83536e-09
0.02145	1.40259			2145.0	2.78654e-07
0.0215	1.38729			2150.0	8.19153e-07
0.02155	1.37709			2155.0	1.11341e-06
0.0216	1.37964			2160.0	2.30114e-07
0.02165	1.4077			2165.0	7.08212e-08
0.0217	1.41025			2170.0	7.48799e-07
0.02175	1.37198			2175.0	6.84422e-07
0.0218	1.31842			2180.0	3.70238e-07
0.02185	1.31076			2185.0	2.78946e-07
0.0219	1.33882			2190.0	3.85958e-08
0.02195	1.38474			2195.0	1.62109e-07
0.022	1.38474			2200.0	2.12905e-07
0.02205	1.36178			2205.0	2.20319e-07
0.0221	1.34393			2210.0	4.16975e-07
0.02215	1.32352			2215.0	1.73696e-07
0.0222	1.34903			2220.0	9.18e-08
0.02225	1.33372			2225.0	3.36349e-07
0.0223	1.36433			2230.0	1.78347e-07
0.02235	1.38984			2235.0	1.24837e-07
0.0224	1.38984			2240.0	1.4468e-07
0.02245	1.38474			2245.0	4.93684e-08
0.0225	1.37198			2250.0	2.58477e-08
0.02255	1.32862			2255.0	3.37798e-07
0.0226	1.32352			2260.0	5.48765e-07
0.02265	1.38474			2265.0	1.3094e-07
0.0227	1.4077			2270.0	1.11134e-06
0.02275	1.37453			2275.0	4.66272e-07
0.0228	1.34137			2280.0	4.27566e-07
0.02285	1.33627			2285.0	1.10053e-06
0.0229	1.35923			2290.0	2.30195e-07
0.02295	1.35413			2295.0	3.29845e-08
0.023	1.36178			2300.0	5.31677e-08
0.02305	1.37453			2305.0	1.49258e-07
0.0231	1.35668			2310.0	5.69032e-08
0.02315	1.33882			2315.0	9.02793e-07
0.0232	1.33882			2320.0	1.97065e-06
0.02325	1.36688			2325.0	1.05469e-06
0.0233	1.35923			2330.0	8.11933e-08
0.02335	1.35668			2335.0	4.20289e-07
0.0234	1.38984			2340.0	2.3391e-07
0.02345	1.4332			2345.0	2.56372e-07
0.0235	1.42555			2350.0	3.92306e-07
0.02355	1.40514			2355.0	2.66716e-07
0.0236	1.41535			2360.0	1.42245e-06
0.02365	1.42555			2365.0	7.77397e-07
0.0237	1.44086			2370.0	2.32081e-07
0.02375	1.43065			2375.0	4.77921e-07
0.0238	1.45106			2380.0	3.93957e-07
0.02385	1.45106			2385.0	1.29583e-07
0.0239	1.43065			2390.0	2.94814e-07
0.02395	1.40259			2395.0	1.40896e-07
0.024	1.43575			2400.0	9.25807e-08
0.02405	1.44086			2405.0	2.88925e-07
0.0241	1.39239			2410.0	4.55269e-07
0.02415	1.4128			2415.0	5.68762e-07
0.0242	1.40004			2420.0	6.03347e-07
0.02425	1.37198			2425.0	1.08933e-06
0.0243	1.38984			2430.0	3.99354e-07
