Time - soundlvl	Amplitude - soundlvl	Unnamed: 2	Unnamed: 3	Frequency (Hz) - soundlvl (Power Spectrum)	Amplitude - soundlvl (Power Spectrum)
0.01365	0.833766			1365.0	7.16566e-10
0.0137	0.843969			1370.0	6.84792e-09
0.01375	0.846519			1375.0	7.20626e-09
0.0138	0.838867			1380.0	2.91342e-09
0.01385	0.841418			1385.0	6.15358e-09
0.0139	0.833766			1390.0	1.59416e-09
0.01395	0.843969			1395.0	7.67614e-09
0.014	0.833766			1400.0	3.9407e-09
0.01405	0.831215			1405.0	3.21998e-09
0.0141	0.843969			1410.0	5.91424e-10
0.01415	0.84907			1415.0	6.2575e-09
0.0142	0.843969			1420.0	1.87105e-08
0.01425	0.833766			1425.0	1.11562e-08
0.0143	0.833766			1430.0	5.07265e-09
0.01435	0.838867			1435.0	7.48522e-10
0.0144	0.833766			1440.0	4.73941e-10
0.01445	0.828664			1445.0	5.85848e-09
0.0145	0.831215			1450.0	2.46314e-08
0.01455	0.841418			1455.0	6.37091e-09
0.0146	0.84907			1460.0	1.22901e-08
0.01465	0.836316			1465.0	1.6705e-08
0.0147	0.836316			1470.0	1.34119e-08
0.01475	0.833766			1475.0	4.50622e-09
0.0148	0.841418			1480.0	2.83327e-08
0.01485	0.833766			1485.0	1.83385e-08
0.0149	0.828664			1490.0	2.79499e-08
0.01495	0.836316			1495.0	2.66875e-08
0.015	0.838867			1500.0	1.25613e-08
0.01505	0.843969			1505.0	4.47888e-08
0.0151	0.836316			1510.0	9.52962e-08
0.01515	0.826113			1515.0	3.23035e-08
0.0152	0.831215			1520.0	2.47984e-09
0.01525	0.836316			1525.0	1.93301e-09
0.0153	0.833766			1530.0	2.48716e-09
0.01535	0.833766			1535.0	4.56712e-09
0.0154	0.833766			1540.0	1.77441e-08
0.01545	0.843969			1545.0	2.71694e-09
0.0155	0.838867			1550.0	6.94222e-10
0.01555	0.831215			1555.0	4.60075e-09
0.0156	0.828664			1560.0	2.85107e-08
0.01565	0.833766			1565.0	2.43013e-08
0.0157	0.841418			1570.0	8.15822e-09
0.01575	0.833766			1575.0	1.73925e-08
0.0158	0.836316			1580.0	2.81166e-08
0.01585	0.838867			1585.0	1.4928e-08
0.0159	0.838867			1590.0	4.71066e-10
0.01595	0.843969			1595.0	2.08993e-08
0.016	0.833766			1600.0	4.92312e-08
0.01605	0.833766			1605.0	2.21984e-08
0.0161	0.833766			1610.0	7.52993e-10
0.01615	0.841418			1615.0	4.59154e-09
0.0162	0.843969			1620.0	5.10139e-09
0.01625	0.831215			1625.0	1.81215e-08
0.0163	0.833766			1630.0	2.37404e-08
0.01635	0.838867			1635.0	4.14309e-09
0.0164	0.833766			1640.0	3.30234e-09
0.01645	0.836316			1645.0	7.78913e-10
0.0165	0.831215			1650.0	1.09459e-09
0.01655	0.841418			1655.0	8.49422e-09
0.0166	0.851621			1660.0	3.54964e-09
0.01665	0.841418			1665.0	5.12275e-09
0.0167	0.833766			1670.0	3.97438e-09
0.01675	0.833766			1675.0	1.52727e-08
0.0168	0.838867			1680.0	2.16893e-08
0.01685	0.841418			1685.0	4.92384e-10
0.0169	0.843969			1690.0	1.1224e-08
0.01695	0.838867			1695.0	1.63723e-08
0.017	0.833766			1700.0	8.48404e-09
0.01705	0.833766			1705.0	1.00403e-08
0.0171	0.838867			1710.0	1.07967e-08
0.01715	0.838867			1715.0	1.06361e-08
0.0172	0.833766			1720.0	2.02416e-08
0.01725	0.833766			1725.0	6.8499e-09
0.0173	0.841418			1730.0	9.11225e-10
0.01735	0.846519			1735.0	1.81271e-09
0.0174	0.831215			1740.0	2.43844e-08
0.01745	0.833766			1745.0	1.75394e-08
0.0175	0.841418			1750.0	3.62129e-09
0.01755	0.843969			1755.0	1.90436e-09
0.0176	0.838867			1760.0	2.29027e-09
0.01765	0.836316			1765.0	5.32019e-11
0.0177	0.831215			1770.0	5.0195e-09
0.01775	0.838867			1775.0	3.39696e-09
0.0178	0.841418			1780.0	6.11572e-09
0.01785	0.833766			1785.0	1.77546e-09
0.0179	0.841418			1790.0	7.34013e-09
0.01795	0.843969			1795.0	9.31176e-09
0.018	0.836316			1800.0	3.16928e-10
0.01805	0.836316			1805.0	1.34753e-08
0.0181	0.833766			1810.0	4.3102e-08
0.01815	0.831215			1815.0	5.81297e-09
0.0182	0.836316			1820.0	5.541e-09
0.01825	0.836316			1825.0	2.51977e-09
0.0183	0.843969			1830.0	6.20678e-09
0.01835	0.841418			1835.0	1.15452e-08
0.0184	0.833766			1840.0	3.48854e-10
0.01845	0.833766			1845.0	2.87488e-09
0.0185	0.841418			1850.0	3.76515e-10
0.01855	0.838867			1855.0	1.2568e-09
0.0186	0.841418			1860.0	2.40722e-09
0.01865	0.836316			1865.0	3.00043e-09
0.0187	0.843969			1870.0	2.23333e-08
0.01875	0.846519			1875.0	1.14851e-09
0.0188	0.841418			1880.0	2.33713e-08
0.01885	0.838867			1885.0	1.30682e-09
0.0189	0.833766			1890.0	2.62314e-08
0.01895	0.838867			1895.0	2.80142e-08
0.019	0.841418			1900.0	1.42468e-08
0.01905	0.851621			1905.0	1.83034e-08
0.0191	0.838867			1910.0	8.00329e-09
0.01915	0.833766			1915.0	2.0778e-08
0.0192	0.836316			1920.0	5.70502e-08
0.01925	0.838867			1925.0	3.06746e-08
0.0193	0.841418			1930.0	1.58482e-08
0.01935	0.836316			1935.0	4.29699e-08
0.0194	0.833766			1940.0	9.53063e-10
0.01945	0.838867			1945.0	2.03243e-08
0.0195	0.841418			1950.0	1.61972e-09
0.01955	0.841418			1955.0	6.95158e-08
0.0196	0.836316			1960.0	7.12012e-08
0.01965	0.831215			1965.0	6.137e-09
0.0197	0.838867			1970.0	3.78214e-08
0.01975	0.838867			1975.0	3.95171e-08
0.0198	0.838867			1980.0	3.15361e-08
0.01985	0.843969			1985.0	5.37028e-08
0.0199	0.833766			1990.0	4.18218e-08
0.01995	0.838867			1995.0	2.80562e-09
0.02	0.838867			2000.0	5.1654e-09
0.02005	0.843969			2005.0	2.55386e-10
0.0201	0.836316			2010.0	1.29857e-10
0.02015	0.833766			2015.0	3.72127e-09
0.0202	0.831215			2020.0	1.16671e-09
0.02025	0.836316			2025.0	1.96762e-08
0.0203	0.836316			2030.0	1.10533e-08
0.02035	0.833766			2035.0	8.33976e-09
0.0204	0.831215			2040.0	5.22356e-08
0.02045	0.833766			2045.0	3.29012e-08
0.0205	0.836316			2050.0	1.00775e-08
0.02055	0.843969			2055.0	2.655e-08
0.0206	0.843969			2060.0	8.78833e-09
0.02065	0.833766			2065.0	1.01369e-08
0.0207	0.828664			2070.0	6.82402e-09
0.02075	0.838867			2075.0	3.66914e-08
0.0208	0.843969			2080.0	5.1339e-09
0.02085	0.846519			2085.0	7.35061e-08
0.0209	0.843969			2090.0	5.11144e-08
0.02095	0.828664			2095.0	1.62661e-08
0.021	0.828664			2100.0	5.50066e-08
0.02105	0.828664			2105.0	2.74781e-07
0.0211	0.838867			2110.0	2.15238e-07
0.02115	0.831215			2115.0	1.91191e-07
0.0212	0.841418			2120.0	7.18483e-07
0.02125	0.836316			2125.0	1.28613e-06
0.0213	0.846519			2130.0	4.67748e-07
0.02135	0.843969			2135.0	5.60688e-07
0.0214	0.843969			2140.0	1.86257e-06
0.02145	0.836316			2145.0	1.47195e-06
0.0215	0.828664			2150.0	2.52605e-07
0.02155	0.836316			2155.0	2.959e-07
0.0216	0.838867			2160.0	1.07703e-06
0.02165	0.851621			2165.0	1.05394e-06
0.0217	0.838867			2170.0	4.16551e-08
0.02175	0.833766			2175.0	5.55235e-08
0.0218	0.833766			2180.0	6.9685e-08
0.02185	0.828664			2185.0	2.15369e-07
0.0219	0.841418			2190.0	1.97433e-07
0.02195	0.84907			2195.0	8.97301e-08
0.022	0.836316			2200.0	8.44102e-08
0.02205	0.833766			2205.0	1.31528e-07
0.0221	0.828664			2210.0	1.29273e-07
0.02215	0.833766			2215.0	1.00632e-07
0.0222	0.843969			2220.0	7.20332e-08
0.02225	0.843969			2225.0	2.05247e-08
0.0223	0.831215			2230.0	5.57801e-08
0.02235	0.846519			2235.0	8.34134e-08
0.0224	0.841418			2240.0	8.00995e-09
0.02245	0.843969			2245.0	2.09361e-08
0.0225	0.841418			2250.0	6.3884e-09
0.02255	0.833766			2255.0	7.77958e-09
0.0226	0.831215			2260.0	4.53057e-08
0.02265	0.841418			2265.0	8.68997e-08
0.0227	0.846519			2270.0	8.60683e-08
0.02275	0.854172			2275.0	5.201e-08
0.0228	0.843969			2280.0	2.58495e-08
0.02285	0.831215			2285.0	5.98997e-08
0.0229	0.831215			2290.0	1.29e-09
0.02295	0.833766			2295.0	7.81754e-09
0.023	0.833766			2300.0	3.16221e-09
0.02305	0.841418			2305.0	2.32981e-08
0.0231	0.831215			2310.0	2.68404e-08
0.02315	0.833766			2315.0	7.18129e-08
0.0232	0.843969			2320.0	5.47664e-08
0.02325	0.838867			2325.0	6.52582e-09
0.0233	0.841418			2330.0	7.80865e-09
0.02335	0.841418			2335.0	1.01824e-07
0.0234	0.836316			2340.0	7.44582e-08
0.02345	0.836316			2345.0	4.06488e-08
0.0235	0.833766			2350.0	1.76894e-07
0.02355	0.851621			2355.0	5.30366e-08
0.0236	0.843969			2360.0	1.89033e-08
0.02365	0.838867			2365.0	7.14339e-08
0.0237	0.836316			2370.0	6.64264e-08
0.02375	0.84907			2375.0	9.4008e-08
0.0238	0.828664			2380.0	2.04941e-08
0.02385	0.846519			2385.0	3.16294e-08
0.0239	0.84907			2390.0	1.92041e-08
0.02395	0.843969			2395.0	1.24287e-07
0.024	0.836316			2400.0	5.39452e-08
0.02405	0.833766			2405.0	8.6381e-08
0.0241	0.841418			2410.0	1.52704e-07
0.02415	0.843969			2415.0	2.88238e-08
0.0242	0.833766			2420.0	3.41201e-08
0.02425	0.843969			2425.0	3.14248e-08
0.0243	0.833766			2430.0	1.48317e-07
0.02435	0.846519			2435.0	4.42947e-08
0.0244	0.843969			2440.0	1.31444e-08
0.02445	0.843969			2445.0	1.19386e-08
0.0245	0.843969			2450.0	3.30396e-08
0.02455	0.831215			2455.0	2.49854e-07
0.0246	0.838867			2460.0	2.41087e-07
0.02465	0.838867			2465.0	1.29e-09
0.0247	0.851621			2470.0	1.40631e-07
0.02475	0.841418			2475.0	1.12888e-07
0.0248	0.841418			2480.0	2.87698e-08
0.02485	0.841418			2485.0	5.06979e-08
0.0249	0.828664			2490.0	6.30665e-08
0.02495	0.836316			2495.0	3.47875e-08
0.025	0.838867			2500.0	3.99623e-08
0.02505	0.84907			2505.0	9.8508e-08
0.0251	0.851621			2510.0	3.20179e-07
0.02515	0.841418			2515.0	6.0894e-07
0.0252	0.836316			2520.0	8.45485e-08
0.02525	0.833766			2525.0	4.98493e-08
0.0253	0.836316			2530.0	3.95657e-09
0.02535	0.838867			2535.0	1.27722e-08
0.0254	0.851621			2540.0	2.03748e-08
0.02545	0.841418			2545.0	2.09204e-08
0.0255	0.836316			2550.0	2.11694e-08
0.02555	0.836316			2555.0	4.32207e-08
0.0256	0.838867			2560.0	1.17014e-07
0.02565	0.841418			2565.0	6.73059e-08
0.0257	0.846519			2570.0	1.01527e-07
0.02575	0.838867			2575.0	1.43256e-08
0.0258	0.836316			2580.0	1.68119e-08
0.02585	0.838867			2585.0	4.37743e-08
0.0259	0.838867			2590.0	2.09968e-08
0.02595	0.846519			2595.0	3.06185e-07
0.026	0.846519			2600.0	3.1655e-07
0.02605	0.836316			2605.0	4.76489e-08
0.0261	0.841418			2610.0	4.97493e-08
0.02615	0.836316			2615.0	3.55759e-08
0.0262	0.838867			2620.0	6.76953e-09
0.02625	0.843969			2625.0	5.9256e-08
0.0263	0.841418			2630.0	5.66286e-08
0.02635	0.846519			2635.0	1.79519e-08
0.0264	0.831215			2640.0	3.7339e-08
0.02645	0.831215			2645.0	1.07602e-08
0.0265	0.841418			2650.0	7.26584e-08
0.02655	0.843969			2655.0	2.79638e-08
0.0266	0.843969			2660.0	1.64851e-10
0.02665	0.846519			2665.0	6.10255e-08
0.0267	0.836316			2670.0	1.67688e-07
0.02675	0.836316			2675.0	6.18107e-08
0.0268	0.836316			2680.0	6.19786e-08
0.02685	0.836316			2685.0	4.27412e-08
0.0269	0.84907			2690.0	1.04514e-08
0.02695	0.828664			2695.0	1.43532e-08
0.027	0.843969			2700.0	2.69637e-08
0.02705	0.833766			2705.0	6.6833e-08
0.0271	0.843969			2710.0	1.46446e-08
0.02715	0.841418			2715.0	1.16453e-08
0.0272	0.843969			2720.0	1.89259e-08
0.02725	0.836316			2725.0	3.22906e-08
0.0273	0.841418			2730.0	7.6922e-08
0.02735	0.841418			2735.0	1.07615e-07
0.0274	0.841418			2740.0	4.7419e-08
0.02745	0.843969			2745.0	6.11311e-09
0.0275	0.841418			2750.0	4.55603e-08
0.02755	0.841418			2755.0	8.22719e-09
0.0276	0.838867			2760.0	5.35608e-09
0.02765	0.836316			2765.0	3.28961e-08
0.0277	0.833766			2770.0	7.696e-09
0.02775	0.838867			2775.0	8.23234e-09
0.0278	0.851621			2780.0	1.75783e-09
0.02785	0.846519			2785.0	5.53774e-09
0.0279	0.838867			2790.0	5.02608e-08
0.02795	0.833766			2795.0	3.92497e-08
0.028	0.838867			2800.0	2.90838e-09
0.02805	0.841418			2805.0	1.37583e-08
0.0281	0.833766			2810.0	1.61455e-08
0.02815	0.843969			2815.0	1.41214e-08
0.0282	0.841418			2820.0	1.3403e-08
0.02825	0.833766			2825.0	1.27136e-08
0.0283	0.831215			2830.0	1.18206e-08
0.02835	0.838867			2835.0	4.53342e-08
0.0284	0.846519			2840.0	1.86081e-08
0.02845	0.843969			2845.0	5.7283e-08
0.0285	0.836316			2850.0	1.43316e-08
0.02855	0.841418			2855.0	2.10172e-08
0.0286	0.833766			2860.0	1.60485e-08
0.02865	0.833766			2865.0	3.39122e-08
0.0287	0.836316			2870.0	7.08779e-09
0.02875	0.843969			2875.0	1.41701e-08
0.0288	0.846519			2880.0	4.69783e-08
0.02885	0.843969			2885.0	6.18386e-08
0.0289	0.838867			2890.0	4.36321e-08
0.02895	0.836316			2895.0	1.68762e-08
0.029	0.841418			2900.0	6.83501e-09
0.02905	0.838867			2905.0	1.44687e-08
0.0291	0.833766			2910.0	1.1015e-08
0.02915	0.843969			2915.0	5.14644e-09
0.0292	0.843969			2920.0	6.84973e-09
0.02925	0.833766			2925.0	1.17103e-08
0.0293	0.841418			2930.0	5.84305e-09
0.02935	0.851621			2935.0	1.21725e-08
0.0294	0.843969			2940.0	6.99163e-09
0.02945	0.841418			2945.0	2.29983e-09
0.0295	0.838867			2950.0	1.66655e-08
0.02955	0.838867			2955.0	4.87507e-08
0.0296	0.831215			2960.0	4.25342e-08
0.02965	0.836316			2965.0	6.87209e-08
0.0297	0.841418			2970.0	4.11944e-08
0.02975	0.833766			2975.0	4.78463e-09
0.0298	0.846519			2980.0	5.40976e-10
0.02985	0.841418			2985.0	1.12139e-08
0.0299	0.828664			2990.0	3.39746e-08
0.02995	0.833766			2995.0	5.07084e-08
0.03	0.833766			3000.0	2.3357e-08
0.03005	0.838867			3005.0	6.99553e-09
0.0301	0.851621			3010.0	1.57933e-08
0.03015	0.854172			3015.0	9.08149e-09
0.0302	0.838867			3020.0	2.90786e-08
0.03025	0.841418			3025.0	3.92962e-08
0.0303	0.826113			3030.0	2.07792e-08
0.03035	0.838867			3035.0	6.08073e-09
